(-2.16044194441223e+001dB;-8.25522014634767e+000°)
(-2.12044300813403e+001dB;-8.44887958687266e+000°)
(-2.08044434595326e+001dB;-8.64714778321011e+000°)
(-2.04044599117524e+001dB;-8.85013906166996e+000°)
(-2.00044798247369e+001dB;-9.05797082449204e+000°)
(-1.96045036176109e+001dB;-9.27076367837063e+000°)
(-1.92045317616502e+001dB;-9.48864150794715e+000°)
(-1.88045647693713e+001dB;-9.71173174904410e+000°)
(-1.84046032066806e+001dB;-9.94016562476171e+000°)
(-1.80046477222567e+001dB;-1.01740774906070e+001°)
(-1.76046989908027e+001dB;-1.04136063740320e+001°)
(-1.72047577941373e+001dB;-1.06588945104432e+001°)
(-1.68048249732079e+001dB;-1.09100889284704e+001°)
(-1.64049014688819e+001dB;-1.11673402797242e+001°)
(-1.60049883102612e+001dB;-1.14308041917831e+001°)
(-1.56050866339787e+001dB;-1.17006405800938e+001°)
(-1.52051976966085e+001dB;-1.19770141927799e+001°)
(-1.48053228772518e+001dB;-1.22600949204478e+001°)
(-1.44054636984199e+001dB;-1.25500572914189e+001°)
(-1.40056218375739e+001dB;-1.28470816715630e+001°)
(-1.36057991362585e+001dB;-1.31513537926353e+001°)
(-1.32059976319146e+001dB;-1.34630649705907e+001°)
(-1.28062195528844e+001dB;-1.37824126838990e+001°)
(-1.24064673599640e+001dB;-1.41096005034392e+001°)
(-1.20067437609680e+001dB;-1.44448384460713e+001°)
(-1.16070517310788e+001dB;-1.47883432418220e+001°)
(-1.12073945427485e+001dB;-1.51403386356573e+001°)
(-1.08077757951356e+001dB;-1.55010553763484e+001°)
(-1.04081994392391e+001dB;-1.58707319527359e+001°)
(-1.00086698289021e+001dB;-1.62496146484157e+001°)
(-9.60919173436448e+000dB;-1.66379577872468e+001°)
(-9.20977040522927e+000dB;-1.70360240287738e+001°)
(-8.81041160463823e+000dB;-1.74440850903252e+001°)
(-8.41112166917408e+000dB;-1.78624216136237e+001°)
(-8.01190754434609e+000dB;-1.82913238438372e+001°)
(-7.61277686846339e+000dB;-1.87310916774242e+001°)
(-7.21373802087159e+000dB;-1.91820354710194e+001°)
(-6.81480020379317e+000dB;-1.96444760106974e+001°)
(-6.41597349695456e+000dB;-2.01187452601073e+001°)
(-6.01726898725384e+000dB;-2.06051864350164e+001°)
(-5.61869881337639e+000dB;-2.11041548498957e+001°)
(-5.22027629567732e+000dB;-2.16160179073438e+001°)
(-4.82201604552337e+000dB;-2.21411557058687e+001°)
(-4.42393408445415e+000dB;-2.26799614591131e+001°)
(-4.02604794888626e+000dB;-2.32328420289905e+001°)
(-3.62837688168977e+000dB;-2.38002181817112e+001°)
(-3.23094194105144e+000dB;-2.43825250019843e+001°)
(-2.83376621514202e+000dB;-2.49802123659862e+001°)
(-2.43687495300653e+000dB;-2.55937453985382e+001°)
(-2.04029581956016e+000dB;-2.62236044484777e+001°)
(-1.64405906481076e+000dB;-2.68702858556710e+001°)
(-1.24819777808617e+000dB;-2.75343020135114e+001°)
(-8.52748152562762e-001dB;-2.82161813616927e+001°)
(-4.57749730886268e-001dB;-2.89164688910225e+001°)
(-6.32457154480500e-002dB;-2.96357258878808e+001°)
(3.30716722714422e-001dB;-3.03745301941536e+001°)
(7.24086104566725e-001dB;-3.11334756773371e+001°)
(1.11680627532157e+000dB;-3.19131721486742e+001°)
(1.50881603213917e+000dB;-3.27142448321860e+001°)
(1.90004870995091e+000dB;-3.35373337639959e+001°)
(2.29043173458810e+000dB;-3.43830928901725e+001°)
(2.67988617883378e+000dB;-3.52521888426377e+001°)
(3.06832627422185e+000dB;-3.61452996413491e+001°)
(3.45565890941515e+000dB;-3.70631129863849e+001°)
(3.84178311318555e+000dB;-3.80063241027591e+001°)
(4.22658949356147e+000dB;-3.89756331956537e+001°)
(4.60995970600471e+000dB;-3.99717427216263e+001°)
(4.99176588397141e+000dB;-4.09953537359084e+001°)
(5.37187007909110e+000dB;-4.20471618526924e+001°)
(5.75012370530206e+000dB;-4.31278530182630e+001°)
(6.12636699845859e+000dB;-4.42380978070222e+001°)
(6.50042851046777e+000dB;-4.53785458981555e+001°)
(6.87212463523738e+000dB;-4.65498191663657e+001°)
(7.24125920795006e+000dB;-4.77525043686058e+001°)
(7.60762315769663e+000dB;-4.89871449478280e+001°)
(7.97099426852480e+000dB;-5.02542319691933e+001°)
(8.33113706635248e+000dB;-5.15541944683390e+001°)
(8.68780282432528e+000dB;-5.28873887459986e+001°)
(9.04072976619803e+000dB;-5.42540872376878e+001°)
(9.38964343128357e+000dB;-5.56544666137345e+001°)
(9.73425728899225e+000dB;-5.70885955244706e+001°)
(1.00742735914396e+001dB;-5.85564217833510e+001°)
(1.04093844943929e+001dB;-6.00577597240163e+001°)
(1.07392734826092e+001dB;-6.15922774947823e+001°)
(1.10636171019462e+001dB;-6.31594848030220e+001°)
(1.13820870247020e+001dB;-6.47587213534838e+001°)
(1.16943524203818e+001dB;-6.63891466744241e+001°)
(1.20000826630989e+001dB;-6.80497311361038e+001°)
(1.22989503379602e+001dB;-6.97392491103561e+001°)
(1.25906345063406e+001dB;-7.14562743002807e+001°)
(1.28748241887749e+001dB;-7.31991781592082e+001°)
(1.31512220268912e+001dB;-7.49661310108846e+001°)
(1.34195480147925e+001dB;-7.67551068770099e+001°)
(1.36795432453437e+001dB;-7.85638918197969e+001°)
(1.39309735608188e+001dB;-8.03900959852073e+001°)
(1.41736330203843e+001dB;-8.22311693525810e+001°)
(1.44073470602831e+001dB;-8.40844212140370e+001°)
(1.46319752765869e+001dB;-8.59470427202085e+001°)
(1.48474137170073e+001dB;-8.78161323949265e+001°)
(1.50535966139441e+001dB;-8.96887239118110e+001°)
(1.52504974970162e+001dB;-9.15618155322059e+001°)
(1.54381296437834e+001dB;-9.34324004856324e+001°)
(1.56165458528831e+001dB;-9.52974973359158e+001°)
(1.57858375486652e+001dB;-9.71541798967519e+001°)
(1.59461332507915e+001dB;-9.89996055580588e+001°)
(1.60975964561006e+001dB;-1.00831041695993e+002°)
(1.62404230110926e+001dB;-1.02645889213396e+002°)
(1.63748380684397e+001dB;-1.04441703128843e+002°)
(1.65010927069692e+001dB;-1.06216209475237e+002°)
(1.66194603340441e+001dB;-1.07967318710659e+002°)
(1.67302329574841e+001dB;-1.09693135210094e+002°)
(1.68337174416423e+001dB;-1.11391963284897e+002°)
(1.69302318109542e+001dB;-1.13062309490313e+002°)
(1.70201017047885e+001dB;-1.14702881891105e+002°)
(1.71036570286117e+001dB;-1.16312586352486e+002°)
(1.71812288557421e+001dB;-1.17890520423583e+002°)
(1.72531466304604e+001dB;-1.19435965033334e+002°)
(1.73197356688157e+001dB;-1.20948374634110e+002°)
(1.73813150012101e+001dB;-1.22427366020826e+002°)
(1.74381955267352e+001dB;-1.23872706338267e+002°)
(1.74906784861431e+001dB;-1.25284300468440e+002°)
(1.75390542492139e+001dB;-1.26662178316647e+002°)
(1.75836013618256e+001dB;-1.28006482019904e+002°)
(1.76245858705707e+001dB;-1.29317453550413e+002°)
(1.76622608699716e+001dB;-1.30595422633863e+002°)
(1.76968662471251e+001dB;-1.31840795304727e+002°)
(1.77286286179958e+001dB;-1.33054043157516e+002°)
(1.77577613981909e+001dB;-1.34235693247788e+002°)
(1.77844650118555e+001dB;-1.35386318901384e+002°)
(1.78089271962278e+001dB;-1.36506531200003e+002°)
(1.78313233889960e+001dB;-1.37596971319495e+002°)
(1.78518171823941e+001dB;-1.38658303621910e+002°)
(1.78705608195565e+001dB;-1.39691209510386e+002°)
(1.78876957225642e+001dB;-1.40696381959929e+002°)
(1.79033530474140e+001dB;-1.41674520714429e+002°)
(1.79176542415190e+001dB;-1.42626328125648e+002°)
(1.79307116053157e+001dB;-1.43552505509504e+002°)
(1.79426288532565e+001dB;-1.44453750065359e+002°)
(1.79535016488665e+001dB;-1.45330752216359e+002°)
(1.79634181443769e+001dB;-1.46184193414174e+002°)
(1.79724594847440e+001dB;-1.47014744273226e+002°)
(1.79807003013082e+001dB;-1.47823063080654e+002°)
(1.79882091753124e+001dB;-1.48609794578239e+002°)
(1.79950490807455e+001dB;-1.49375569001933e+002°)
(1.80012778032673e+001dB;-1.50121001360226e+002°)
(1.80069483345954e+001dB;-1.50846690911322e+002°)
(1.80121092398628e+001dB;-1.51553220783765e+002°)
(1.80168050044309e+001dB;-1.52241157783239e+002°)
(1.80210763560388e+001dB;-1.52911052312602e+002°)
