(1.80249605648093e+001dB;-1.53563438340420e+002°)
(1.80284917238411e+001dB;-1.54198833568576e+002°)
(1.80317010039301e+001dB;-1.54817739581647e+002°)
(1.80346168986965e+001dB;-1.55420642083475e+002°)
(1.80372654423205e+001dB;-1.56008011198698e+002°)
(1.80396704160211e+001dB;-1.56580301813832e+002°)
(1.80418535350618e+001dB;-1.57137953917096e+002°)
(1.80438346236330e+001dB;-1.57681392992466e+002°)
(1.80456317758180e+001dB;-1.58211030444663e+002°)
(1.80472615011867e+001dB;-1.58727263972939e+002°)
(1.80487388606714e+001dB;-1.59230478026349e+002°)
(1.80500775908079e+001dB;-1.59721044207197e+002°)
(1.80512902165682e+001dB;-1.60199321732543e+002°)
(1.80523881576361e+001dB;-1.60665657810491e+002°)
(1.80533818225609e+001dB;-1.61120388089776e+002°)
(1.80542806973017e+001dB;-1.61563837059403e+002°)
(1.80550934254839e+001dB;-1.61996318460141e+002°)
(1.80558278803778e+001dB;-1.62418135676292e+002°)
(1.80564912348988e+001dB;-1.62829582102934e+002°)
(1.80570900199463e+001dB;-1.63230941555393e+002°)
(1.80576301834723e+001dB;-1.63622488588079e+002°)
(1.80581171396614e+001dB;-1.64004488874964e+002°)
(1.80585558169126e+001dB;-1.64377199537245e+002°)
(1.80589507003203e+001dB;-1.64740869462868e+002°)
(1.80593058711469e+001dB;-1.65095739636821e+002°)
(1.80596250422703e+001dB;-1.65442043417881e+002°)
(1.80599115910953e+001dB;-1.65780006856454e+002°)
(1.80601685887745e+001dB;-1.66109848952849e+002°)
(1.80603988282511e+001dB;-1.66431781934041e+002°)
(1.80606048481632e+001dB;-1.66746011502558e+002°)
(1.80607889560030e+001dB;-1.67052737092932e+002°)
(1.80609532488502e+001dB;-1.67352152102239e+002°)
(1.80610996316115e+001dB;-1.67644444106877e+002°)
(1.80612298347220e+001dB;-1.67929795087941e+002°)
(1.80613454294177e+001dB;-1.68208381641338e+002°)
(1.80614478424328e+001dB;-1.68480375161185e+002°)
(1.80615383684743e+001dB;-1.68745942044505e+002°)
(1.80616181825750e+001dB;-1.69005243858677e+002°)
(1.80616883505760e+001dB;-1.69258437522665e+002°)
(1.80617498390315e+001dB;-1.69505675471896e+002°)
(1.80618035239942e+001dB;-1.69747105814977e+002°)
(1.80618501998567e+001dB;-1.69982872482212e+002°)
(1.80618905859675e+001dB;-1.70213115375197e+002°)
(1.80619253339309e+001dB;-1.70437970504121e+002°)
(1.80619550336095e+001dB;-1.70657570123062e+002°)
(1.80619802186690e+001dB;-1.70872042852385e+002°)
(1.80620013718689e+001dB;-1.71081513803493e+002°)
(1.80620189297404e+001dB;-1.71286104693489e+002°)
(1.80620332865522e+001dB;-1.71485933962907e+002°)
(1.80620447985291e+001dB;-1.71681116872718e+002°)
(1.80620537871693e+001dB;-1.71871765615331e+002°)
(1.80620605424434e+001dB;-1.72057989411316e+002°)
(1.80620653257413e+001dB;-1.72239894603059e+002°)
(1.80620683726088e+001dB;-1.72417584743235e+002°)
(1.80620698950653e+001dB;-1.72591160687083e+002°)
(1.80620700837772e+001dB;-1.72760720668837e+002°)
(1.80620691100182e+001dB;-1.72926360392408e+002°)
(1.80620671277516e+001dB;-1.73088173095638e+002°)
(1.80620642749532e+001dB;-1.73246249635967e+002°)
(1.80620606751623e+001dB;-1.73400678554860e+002°)
(1.80620564390934e+001dB;-1.73551546148756e+002°)
(1.80620516656568e+001dB;-1.73698936534034e+002°)
(1.80620464430252e+001dB;-1.73842931714653e+002°)
(1.80620408498814e+001dB;-1.73983611636747e+002°)
(1.80620349562014e+001dB;-1.74121054253775e+002°)
(1.80620288240718e+001dB;-1.74255335577953e+002°)
(1.80620225085588e+001dB;-1.74386529739926e+002°)
(1.80620160583395e+001dB;-1.74514709039796e+002°)
(1.80620095163837e+001dB;-1.74639943996943e+002°)
(1.80620029203893e+001dB;-1.74762303400218e+002°)
(1.80619963034480e+001dB;-1.74881854358893e+002°)
(1.80619896945044e+001dB;-1.74998662339922e+002°)
(1.80619831186713e+001dB;-1.75112791224308e+002°)
(1.80619765977054e+001dB;-1.75224303338856e+002°)
(1.80619701503974e+001dB;-1.75333259504249e+002°)
(1.80619637927364e+001dB;-1.75439719073487e+002°)
(1.80619575383526e+001dB;-1.75543739971884e+002°)
(1.80619513987068e+001dB;-1.75645378731721e+002°)
(1.80619453832566e+001dB;-1.75744690532559e+002°)
(1.80619394998486e+001dB;-1.75841729233202e+002°)
(1.80619337547095e+001dB;-1.75936547408380e+002°)
(1.80619281527844e+001dB;-1.76029196379921e+002°)
(1.80619226977459e+001dB;-1.76119726250880e+002°)
(1.80619173922511e+001dB;-1.76208185935424e+002°)
(1.80619122380296e+001dB;-1.76294623188460e+002°)
(1.80619072359708e+001dB;-1.76379084636606e+002°)
(1.80619023862205e+001dB;-1.76461615806744e+002°)
(1.80618976883594e+001dB;-1.76542261151596e+002°)
(1.80618931413928e+001dB;-1.76621064077872e+002°)
(1.80618887438378e+001dB;-1.76698066973777e+002°)
(1.80618844938617e+001dB;-1.76773311229618e+002°)
(1.80618803892259e+001dB;-1.76846837270223e+002°)
(1.80618764274441e+001dB;-1.76918684570532e+002°)
(1.80618726057383e+001dB;-1.76988891685738e+002°)
(1.80618689212190e+001dB;-1.77057496267349e+002°)
(1.80618653707494e+001dB;-1.77124535091070e+002°)
(1.80618619511005e+001dB;-1.77190044075664e+002°)
(1.80618586589226e+001dB;-1.77254058303268e+002°)
(1.80618554908298e+001dB;-1.77316612040033e+002°)
(1.80618524433192e+001dB;-1.77377738757001e+002°)
(1.80618495129326e+001dB;-1.77437471147392e+002°)
(1.80618466961371e+001dB;-1.77495841147250e+002°)
(1.80618439894447e+001dB;-1.77552879951876e+002°)
(1.80618413893573e+001dB;-1.77608618034419e+002°)
(1.80618388924420e+001dB;-1.77663085162742e+002°)
(1.80618364952477e+001dB;-1.77716310417624e+002°)
(1.80618341944180e+001dB;-1.77768322206145e+002°)
(1.80618319866031e+001dB;-1.77819148281611e+002°)
(1.80618298685755e+001dB;-1.77868815755554e+002°)
(1.80618278371173e+001dB;-1.77917351114704e+002°)
(1.80618258890873e+001dB;-1.77964780235676e+002°)
(1.80618240214769e+001dB;-1.78011128398223e+002°)
(1.80618222312932e+001dB;-1.78056420301021e+002°)
(1.80618205155987e+001dB;-1.78100680074097e+002°)
(1.80618188716163e+001dB;-1.78143931292593e+002°)
(1.80618172965812e+001dB;-1.78186196988962e+002°)
(1.80618157878539e+001dB;-1.78227499667800e+002°)
(1.80618143428306e+001dB;-1.78267861315904e+002°)
(1.80618129590127e+001dB;-1.78307303415561e+002°)
(1.80618116340200e+001dB;-1.78345846955396e+002°)
(1.80618103654742e+001dB;-1.78383512443362e+002°)
(1.80618091511107e+001dB;-1.78420319916924e+002°)
(1.80618079887849e+001dB;-1.78456288953832e+002°)
(1.80618068763374e+001dB;-1.78491438683357e+002°)
(1.80618058117702e+001dB;-1.78525787796945e+002°)
(1.80618047931092e+001dB;-1.78559354556703e+002°)
(1.80618038184802e+001dB;-1.78592156807767e+002°)
(1.80618028860404e+001dB;-1.78624211986245e+002°)
(1.80618019940333e+001dB;-1.78655537129251e+002°)
(1.80618011407961e+001dB;-1.78686148884289e+002°)
(1.80618003246900e+001dB;-1.78716063517778e+002°)
(1.80617995441829e+001dB;-1.78745296923902e+002°)
(1.80617987977284e+001dB;-1.78773864634351e+002°)
(1.80617980839092e+001dB;-1.78801781824912e+002°)
(1.80617974013662e+001dB;-1.78829063324521e+002°)
(1.80617967487158e+001dB;-1.78855723624094e+002°)
(1.80617961247429e+001dB;-1.78881776882259e+002°)
(1.80617955281669e+001dB;-1.78907236935452e+002°)
(1.80617949578374e+001dB;-1.78932117303269e+002°)
(1.80617944126367e+001dB;-1.78956431196636e+002°)
(1.80617938914533e+001dB;-1.78980191525304e+002°)
(1.80617933932777e+001dB;-1.79003410903945e+002°)
(1.80617929171014e+001dB;-1.79026101659420e+002°)
(1.80617924619783e+001dB;-1.79048275837171e+002°)
(1.80617920269936e+001dB;-1.79069945207961e+002°)
(1.80617916112677e+001dB;-1.79091121273785e+002°)
(1.80617912139559e+001dB;-1.79111815274497e+002°)
(1.80617908342552e+001dB;-1.79132038193292e+002°)
(1.80617904714262e+001dB;-1.79151800762711e+002°)
(1.80617901246993e+001dB;-1.79171113471035e+002°)
(1.80617897933698e+001dB;-1.79189986567089e+002°)
(1.80617894767583e+001dB;-1.79208430066073e+002°)
