Freq,;Column1;Column2
2,0612E+19;1,80620464430252e+001;-1,73842931714653e+002
2,10921E+19;1,80620408498814e+001;-1,73983611636747e+002
2,15834E+19;1,80620349562014e+001;-1,74121054253775e+002
2,20861E+19;1,80620288240718e+001;-1,74255335577953e+002
2,26006E+19;1,80620225085588e+001;-1,74386529739926e+002
2,3127E+19;1,80620160583395e+001;-1,74514709039796e+002
2,36657E+19;1,80620095163837e+001;-1,74639943996943e+002
2,4217E+19;1,80620029203893e+001;-1,74762303400218e+002
2,47811E+19;1,80619963034480e+001;-1,74881854358893e+002
2,53583E+19;1,80619896945044e+001;-1,74998662339922e+002
2,5949E+19;1,80619831186713e+001;-1,75112791224308e+002
2,65534E+19;1,80619765977054e+001;-1,75224303338856e+002
2,71719E+19;1,80619701503974e+001;-1,75333259504249e+002
2,78048E+19;1,80619637927364e+001;-1,75439719073487e+002
2,84525E+19;1,80619575383526e+001;-1,75543739971884e+002
2,91152E+19;1,80619513987068e+001;-1,75645378731721e+002
2,97934E+19;1,80619453832566e+001;-1,75744690532559e+002
3,04874E+19;1,80619394998486e+001;-1,75841729233202e+002
3,11975E+19;1,80619337547095e+001;-1,75936547408380e+002
3,19242E+19;1,80619281527844e+001;-1,76029196379921e+002
3,26678E+19;1,80619226977459e+001;-1,76119726250880e+002
3,34287E+19;1,80619173922511e+001;-1,76208185935424e+002
3,42074E+19;1,80619122380296e+001;-1,76294623188460e+002
3,50042E+19;1,80619072359708e+001;-1,76379084636606e+002
3,58195E+19;1,80619023862205e+001;-1,76461615806744e+002
3,66539E+19;1,80618976883594e+001;-1,76542261151596e+002
3,75077E+19;1,80618931413928e+001;-1,76621064077872e+002
3,83813E+19;1,80618887438378e+001;-1,76698066973777e+002
3,92753E+19;1,80618844938617e+001;-1,76773311229618e+002
4,01902E+19;1,80618803892259e+001;-1,76846837270223e+002
4,11263E+19;1,80618764274441e+001;-1,76918684570532e+002
4,20843E+19;1,80618726057383e+001;-1,76988891685738e+002
4,30646E+19;1,80618689212190e+001;-1,77057496267349e+002
4,40677E+19;1,80618653707494e+001;-1,77124535091070e+002
4,50941E+19;1,80618619511005e+001;-1,77190044075664e+002
4,61445E+19;1,80618586589226e+001;-1,77254058303268e+002
4,72193E+19;1,80618554908298e+001;-1,77316612040033e+002
4,83192E+19;1,80618524433192e+001;-1,77377738757001e+002
4,94447E+19;1,80618495129326e+001;-1,77437471147392e+002
5,05964E+19;1,80618466961371e+001;-1,77495841147250e+002
5,1775E+19;1,80618439894447e+001;-1,77552879951876e+002
5,2981E+19;1,80618413893573e+001;-1,77608618034419e+002
5,42151E+19;1,80618388924420e+001;-1,77663085162742e+002
5,54779E+19;1,80618364952477e+001;-1,77716310417624e+002
5,67701E+19;1,80618341944180e+001;-1,77768322206145e+002
5,80925E+19;1,80618319866031e+001;-1,77819148281611e+002
5,94456E+19;1,80618298685755e+001;-1,77868815755554e+002
6,08303E+19;1,80618278371173e+001;-1,77917351114704e+002
6,22472E+19;1,80618258890873e+001;-1,77964780235676e+002
6,36971E+19;1,80618240214769e+001;-1,78011128398223e+002
6,51808E+19;1,80618222312932e+001;-1,78056420301021e+002
6,66991E+19;1,80618205155987e+001;-1,78100680074097e+002
6,82527E+19;1,80618188716163e+001;-1,78143931292593e+002
6,98425E+19;1,80618172965812e+001;-1,78186196988962e+002
7,14694E+19;1,80618157878539e+001;-1,78227499667800e+002
7,31341E+19;1,80618143428306e+001;-1,78267861315904e+002
7,48376E+19;1,80618129590127e+001;-1,78307303415561e+002
7,65808E+19;1,80618116340200e+001;-1,78345846955396e+002
7,83646E+19;1,80618103654742e+001;-1,78383512443362e+002
8,019E+19;1,80618091511107e+001;-1,78420319916924e+002
8,20578E+19;1,80618079887849e+001;-1,78456288953832e+002
8,39692E+19;1,80618068763374e+001;-1,78491438683357e+002
8,59251E+19;1,80618058117702e+001;-1,78525787796945e+002
8,79265E+19;1,80618047931092e+001;-1,78559354556703e+002
8,99746E+19;1,80618038184802e+001;-1,78592156807767e+002
9,20704E+19;1,80618028860404e+001;-1,78624211986245e+002
9,4215E+19;1,80618019940333e+001;-1,78655537129251e+002
9,64095E+19;1,80618011407961e+001;-1,78686148884289e+002
9,86552E+19;1,80618003246900e+001;-1,78716063517778e+002
1,00953E+20;1,80617995441829e+001;-1,78745296923902e+002
1,03305E+20;1,80617987977284e+001;-1,78773864634351e+002
1,05711E+20;1,80617980839092e+001;-1,78801781824912e+002
1,08173E+20;1,80617974013662e+001;-1,78829063324521e+002
1,10693E+20;1,80617967487158e+001;-1,78855723624094e+002
1,13271E+20;1,80617961247429e+001;-1,78881776882259e+002
1,1591E+20;1,80617955281669e+001;-1,78907236935452e+002
1,1861E+20;1,80617949578374e+001;-1,78932117303269e+002
1,21372E+20;1,80617944126367e+001;-1,78956431196636e+002
1,242E+20;1,80617938914533e+001;-1,78980191525304e+002
1,27093E+20;1,80617933932777e+001;-1,79003410903945e+002
1,30053E+20;1,80617929171014e+001;-1,79026101659420e+002
1,33082E+20;1,80617924619783e+001;-1,79048275837171e+002
1,36182E+20;1,80617920269936e+001;-1,79069945207961e+002
1,39354E+20;1,80617916112677e+001;-1,79091121273785e+002
1,426E+20;1,80617912139559e+001;-1,79111815274497e+002
1,45922E+20;1,80617908342552e+001;-1,79132038193292e+002
1,49321E+20;1,80617904714262e+001;-1,79151800762711e+002
1,52799E+20;1,80617901246993e+001;-1,79171113471035e+002
1,56358E+20;1,80617897933698e+001;-1,79189986567089e+002
1,6E+20;1,80617894767583e+001;-1,79208430066073e+002
